"","site","date_time","p_h","temp_c","tide_height"
"69","Alegria","6/18/2021 18:15",8.09951562,17.32777778,4.565068
"70","Alegria","6/18/2021 18:30",8.098661184,17.29444444,4.527926
"71","Alegria","6/18/2021 18:45",8.090376904,17.21111111,4.468197
"72","Alegria","6/18/2021 19:00",8.095407772,17.18888889,4.387088
"73","Alegria","6/18/2021 19:15",8.099711845,17.21111111,4.286085
"74","Alegria","6/18/2021 19:30",8.094904348,17.22222222,4.167101
"75","Alegria","6/18/2021 19:45",8.08713954,17.22222222,4.031899
"76","Alegria","6/18/2021 20:00",8.079252756,17.23333333,3.882853
"77","Alegria","6/18/2021 20:15",8.07015914,17.2,3.722409
"78","Alegria","6/18/2021 20:30",8.063148708,17.15555556,3.553354
"79","Alegria","6/18/2021 20:45",8.056238666,17.10555556,3.378022
"80","Alegria","6/18/2021 21:00",8.053151177,17.06111111,3.199376
"81","Alegria","6/18/2021 21:15",8.04697534,17.06111111,3.020221
"82","Alegria","6/18/2021 21:30",8.04590258,17.02777778,2.843538
"83","Alegria","6/18/2021 21:45",8.037320359,16.97777778,2.671656
"84","Alegria","6/18/2021 22:00",8.030946473,16.91111111,2.507393
"85","Alegria","6/18/2021 22:15",8.029910856,16.80555556,2.353217
"86","Alegria","6/18/2021 22:30",8.023568834,16.77222222,2.21156
"87","Alegria","6/18/2021 22:45",8.02168411,16.70555556,2.084162
"88","Alegria","6/18/2021 23:00",8.017213316,16.67222222,1.972987
"89","Alegria","6/18/2021 23:15",8.011644636,16.58888889,1.879545
"90","Alegria","6/18/2021 23:30",8.009320897,16.56666667,1.805108
"91","Alegria","6/18/2021 23:45",8.00872443,16.53333333,1.750377
"92","Alegria","6/19/2021 0:00",8.000618902,16.49444444,1.715968
"93","Alegria","6/19/2021 0:15",7.994010655,16.41666667,1.702048
"94","Alegria","6/19/2021 0:30",7.991735449,16.35555556,1.708269
"95","Alegria","6/19/2021 0:45",7.988115766,16.26666667,1.73379
"96","Alegria","6/19/2021 1:00",7.985345332,16.15,1.777815
"97","Alegria","6/19/2021 1:15",7.983395093,16.04444444,1.839086
"98","Alegria","6/19/2021 1:30",7.979591011,16.04444444,1.916283
"99","Alegria","6/19/2021 1:45",7.971619613,16.03333333,2.007512
"100","Alegria","6/19/2021 2:00",7.97605668,15.94444444,2.111013
"101","Alegria","6/19/2021 2:15",7.964368661,15.98888889,2.224386
"102","Alegria","6/19/2021 2:30",7.969299847,15.87222222,2.345544
"103","Alegria","6/19/2021 2:45",7.957961771,15.94444444,2.471749
"104","Alegria","6/19/2021 3:00",7.949875657,15.88333333,2.600725
"105","Alegria","6/19/2021 3:15",7.967711775,15.7,2.729584
"106","Alegria","6/19/2021 3:30",7.95541067,15.63333333,2.856011
"107","Alegria","6/19/2021 3:45",7.94342911,15.72222222,2.977169
"108","Alegria","6/19/2021 4:00",7.944271294,15.67777778,3.090738
"109","Alegria","6/19/2021 4:15",7.959101398,15.62222222,3.194494
"110","Alegria","6/19/2021 4:30",7.951787997,15.62222222,3.286041
"111","Alegria","6/19/2021 4:45",7.950022686,15.63333333,3.363625
"112","Alegria","6/19/2021 5:00",7.93694716,15.67777778,3.425361
"113","Alegria","6/19/2021 5:15",7.911767988,15.73333333,3.469943
"114","Alegria","6/19/2021 5:30",7.931581617,15.64444444,3.496133
"115","Alegria","6/19/2021 5:45",7.917056309,15.64444444,3.503162
"116","Alegria","6/19/2021 6:00",7.92908283,15.56111111,3.490232
"117","Alegria","6/19/2021 6:15",7.916780152,15.57222222,3.457028
"118","Alegria","6/19/2021 6:30",7.922722591,15.55,3.403773
"119","Alegria","6/19/2021 6:45",7.916040309,15.55,3.331048
"120","Alegria","6/19/2021 7:00",7.916969103,15.55,3.239795
"121","Alegria","6/19/2021 7:15",7.933931165,15.50555556,3.131295
"122","Alegria","6/19/2021 7:30",7.940776229,15.49444444,3.007152
"123","Alegria","6/19/2021 7:45",7.945010306,15.53888889,2.869268
"124","Alegria","6/19/2021 8:00",7.959002668,15.55,2.719809
"125","Alegria","6/19/2021 8:15",7.980985663,15.56111111,2.561177
"126","Alegria","6/19/2021 8:30",7.989180376,15.61111111,2.395963
"127","Alegria","6/19/2021 8:45",7.998561444,15.65555556,2.226913
"128","Alegria","6/19/2021 9:00",8.013394124,15.71111111,2.056879
"129","Alegria","6/19/2021 9:15",8.034115673,15.80555556,1.888773
"130","Alegria","6/19/2021 9:30",8.047070801,15.89444444,1.725521
"131","Alegria","6/19/2021 9:45",8.061714939,15.92222222,1.570016
"132","Alegria","6/19/2021 10:00",8.07703762,16.04444444,1.425065
"133","Alegria","6/19/2021 10:30",8.144932374,16.25555556,1.177383
"134","Alegria","6/19/2021 10:45",8.157593845,16.31111111,1.079457
"135","Alegria","6/19/2021 11:00",8.161358251,16.34444444,1.001616
"136","Alegria","6/19/2021 11:15",8.195805638,16.45,0.945615
"137","Alegria","6/19/2021 11:30",8.19629901,16.6,0.912894
"138","Alegria","6/19/2021 11:45",8.211842616,16.64444444,0.904546
"139","Alegria","6/19/2021 12:00",8.249411168,16.81666667,0.920961
"140","Alegria","6/19/2021 12:15",8.218578634,16.80555556,0.962344
"141","Alegria","6/19/2021 12:30",8.234492398,16.86666667,1.028669
"142","Alegria","6/19/2021 12:45",8.214484136,16.86666667,1.119428
"143","Alegria","6/19/2021 13:00",8.190765621,16.78333333,1.23406
"144","Alegria","6/19/2021 13:15",8.181201086,16.80555556,1.371351
"145","Alegria","6/19/2021 13:30",8.167241899,16.80555556,1.529639
"146","Alegria","6/19/2021 13:45",8.154556829,16.92222222,1.707475
"147","Alegria","6/19/2021 14:00",8.145705243,16.79444444,1.902585
"148","Alegria","6/19/2021 14:15",8.160604749,16.65555556,2.112342
"149","Alegria","6/19/2021 14:30",8.164833318,16.73888889,2.334589
"150","Alegria","6/19/2021 14:45",8.150372935,16.64444444,2.566264
"151","Alegria","6/19/2021 15:00",8.148543736,16.68333333,2.804097
"152","Alegria","6/19/2021 15:15",8.159721579,16.68333333,3.045493
"153","Alegria","6/19/2021 15:30",8.139679677,16.75,3.286985
"154","Alegria","6/19/2021 15:45",8.148727783,16.72777778,3.525068
"155","Alegria","6/19/2021 16:00",8.162947128,16.70555556,3.75705
"156","Alegria","6/19/2021 16:15",8.154199934,16.69444444,3.979254
"157","Alegria","6/19/2021 16:30",8.185462611,16.68333333,4.189119
"158","Alegria","6/19/2021 16:45",8.188106404,16.64444444,4.383483
"159","Alegria","6/19/2021 17:00",8.139390868,16.80555556,4.559445
"160","Alegria","6/19/2021 17:15",8.147405933,16.81666667,4.714922
"161","Alegria","6/19/2021 17:30",8.116991108,16.94444444,4.847503
"162","Alegria","6/19/2021 17:45",8.123961536,16.94444444,4.955183
"163","Alegria","6/19/2021 18:00",8.098115307,17.03888889,5.036641
"164","Alegria","6/19/2021 18:15",8.085484364,17.10555556,5.090541
"165","Alegria","6/19/2021 18:30",8.083522449,17.16666667,5.116049
"166","Alegria","6/19/2021 18:45",8.071986604,17.24444444,5.112697
"167","Alegria","6/19/2021 19:00",8.069081186,17.22222222,5.079984
"168","Alegria","6/19/2021 19:15",8.061860331,17.22222222,5.018341
"169","Alegria","6/19/2021 19:30",8.057746513,17.24444444,4.928444
"170","Alegria","6/19/2021 19:45",8.050245238,17.22222222,4.81171
"171","Alegria","6/19/2021 20:00",8.044621018,17.2,4.669662
"172","Alegria","6/19/2021 20:15",8.042164906,17.15555556,4.504075
"173","Alegria","6/19/2021 20:30",8.034067279,17.10555556,4.31763
"174","Alegria","6/19/2021 20:45",8.02819913,17.03888889,4.112534
"175","Alegria","6/19/2021 21:00",8.023563029,17.02777778,3.892123
"176","Alegria","6/19/2021 21:15",8.019579089,16.97777778,3.659019
"177","Alegria","6/19/2021 21:30",8.015958222,16.95555556,3.41702
"178","Alegria","6/19/2021 21:45",8.029220304,16.85555556,3.169
"179","Alegria","6/19/2021 22:00",8.016117005,16.88888889,2.918989
"180","Alegria","6/19/2021 22:15",8.02076934,16.76111111,2.66994
"181","Alegria","6/19/2021 22:30",8.002211889,16.79444444,2.425868
"182","Alegria","6/19/2021 22:45",8.01625616,16.69444444,2.189875
"183","Alegria","6/19/2021 23:00",8.000174078,16.71666667,1.964953
"184","Alegria","6/19/2021 23:15",7.994200945,16.64444444,1.754646
"185","Alegria","6/19/2021 23:30",7.989199522,16.63333333,1.561301
"186","Alegria","6/19/2021 23:45",7.974671658,16.63333333,1.387871
"187","Alegria","6/20/2021 0:00",7.969273331,16.62222222,1.236175
"188","Alegria","6/20/2021 0:15",7.955359761,16.66666667,1.108395
"189","Alegria","6/20/2021 0:30",7.948929468,16.67222222,1.005707
"190","Alegria","6/20/2021 0:45",7.936480893,16.62222222,0.929386
"191","Alegria","6/20/2021 1:00",7.936248472,16.57777778,0.87993
"192","Alegria","6/20/2021 1:15",7.931553657,16.62222222,0.857518
"193","Alegria","6/20/2021 1:30",7.922703715,16.66666667,0.861838
"194","Alegria","6/20/2021 1:45",7.909756178,16.64444444,0.891809
"195","Alegria","6/20/2021 2:00",7.909647223,16.6,0.946346
"196","Alegria","6/20/2021 2:15",7.908384052,16.63333333,1.024012
"197","Alegria","6/20/2021 2:30",7.906864818,16.62222222,1.122887
"198","Alegria","6/20/2021 2:45",7.899153007,16.63333333,1.241071
"199","Alegria","6/20/2021 3:00",7.900880567,16.64444444,1.376051
"200","Alegria","6/20/2021 3:15",7.898444664,16.66666667,1.52516
"201","Alegria","6/20/2021 3:30",7.907728676,16.63333333,1.685526
"202","Alegria","6/20/2021 3:45",7.903586486,16.63333333,1.85393
"203","Alegria","6/20/2021 4:00",7.908531338,16.62222222,2.027613
"204","Alegria","6/20/2021 4:15",7.891767757,16.61111111,2.203203
"205","Alegria","6/20/2021 4:30",7.899191541,16.57777778,2.377509
"206","Alegria","6/20/2021 4:45",7.900624003,16.55555556,2.547394
"207","Alegria","6/20/2021 5:00",7.892448112,16.54444444,2.70965
"208","Alegria","6/20/2021 5:15",7.95578484,16.38333333,2.861767
"209","Alegria","6/20/2021 5:30",7.94804348,16.40555556,3.000888
"210","Alegria","6/20/2021 5:45",7.957983348,16.32222222,3.124592
"211","Alegria","6/20/2021 6:00",7.972147596,16.27777778,3.230748
"212","Alegria","6/20/2021 6:15",7.98839201,16.23333333,3.317462
"213","Alegria","6/20/2021 6:30",7.976879265,16.21111111,3.38348
"214","Alegria","6/20/2021 6:45",7.987007871,16.20555556,3.427623
"215","Alegria","6/20/2021 7:00",7.975972093,16.23333333,3.449217
"216","Alegria","6/20/2021 7:15",7.98512388,16.21111111,3.447912
"217","Alegria","6/20/2021 7:30",7.999207542,16.23333333,3.423484
"218","Alegria","6/20/2021 7:45",8.010333026,16.16111111,3.376407
"219","Alegria","6/20/2021 8:00",8.019800511,16.13888889,3.307788
"220","Alegria","6/20/2021 8:15",8.025536402,16.16111111,3.218889
"221","Alegria","6/20/2021 8:30",8.039986342,16.16111111,3.111692
"222","Alegria","6/20/2021 8:45",8.039303475,16.17222222,2.988101
"223","Alegria","6/20/2021 9:00",8.051941897,16.16111111,2.85084
"224","Alegria","6/20/2021 9:15",8.057069412,16.16111111,2.702329
"225","Alegria","6/20/2021 9:30",8.050801991,16.13888889,2.545668
"226","Alegria","6/20/2021 9:45",8.055436901,16.15,2.384166
"227","Alegria","6/20/2021 10:00",8.063926253,16.17222222,2.220716
"228","Alegria","6/20/2021 10:15",8.075974979,16.21111111,2.058991
"229","Alegria","6/20/2021 10:30",8.087541527,16.32222222,1.901961
"230","Alegria","6/20/2021 10:45",8.100167954,16.3,1.753253
"231","Alegria","6/20/2021 11:00",8.113963851,16.40555556,1.615718
"232","Alegria","6/20/2021 11:15",8.126487299,16.42777778,1.492684
"233","Alegria","6/20/2021 11:30",8.127687921,16.52222222,1.386695
"234","Alegria","6/20/2021 11:45",8.132612648,16.50555556,1.300545
"235","Alegria","6/20/2021 12:00",8.1402813,16.58888889,1.236304
"236","Alegria","6/20/2021 12:15",8.184454704,16.77222222,1.196
"237","Alegria","6/20/2021 12:30",8.165153729,16.83333333,1.181181
"238","Alegria","6/20/2021 12:45",8.174544435,16.88888889,1.192674
"239","Alegria","6/20/2021 13:00",8.160365969,16.96666667,1.230897
"240","Alegria","6/20/2021 13:15",8.161035826,17.05,1.296029
"241","Alegria","6/20/2021 13:30",8.160490745,17.2,1.388051
"242","Alegria","6/20/2021 13:45",8.142759775,17.13333333,1.506163
"243","Alegria","6/20/2021 14:00",8.131442923,17.11666667,1.649603
"244","Alegria","6/20/2021 14:15",8.133164899,17.16666667,1.816809
"245","Alegria","6/20/2021 14:30",8.117980557,17.11666667,2.005716
"246","Alegria","6/20/2021 14:45",8.121463981,17.22222222,2.214531
"247","Alegria","6/20/2021 15:00",8.148940916,17.15555556,2.440234
"248","Alegria","6/20/2021 15:15",8.108108193,17.21111111,2.68046
"249","Alegria","6/20/2021 15:30",8.115944396,17.2,2.931544
"250","Alegria","6/20/2021 15:45",8.132608609,17.2,3.190689
"251","Alegria","6/20/2021 16:00",8.113967761,17.21111111,3.453789
"252","Alegria","6/20/2021 16:15",8.121399942,17.27777778,3.717777
"253","Alegria","6/20/2021 16:30",8.134211848,17.27777778,3.978346
"254","Alegria","6/20/2021 16:45",8.141730899,17.29444444,4.232339
"255","Alegria","6/20/2021 17:00",8.135105534,17.38333333,4.4755
"256","Alegria","6/20/2021 17:15",8.14383429,17.37222222,4.704775
"257","Alegria","6/20/2021 17:30",8.135172665,17.38333333,4.91621
"258","Alegria","6/20/2021 17:45",8.129030432,17.40555556,5.107038
"259","Alegria","6/20/2021 18:00",8.11779262,17.47777778,5.274023
"260","Alegria","6/20/2021 18:15",8.135574224,17.33888889,5.414338
"261","Alegria","6/20/2021 18:30",8.107412214,17.45555556,5.525957
"262","Alegria","6/20/2021 18:45",8.102748212,17.42777778,5.606677
"263","Alegria","6/20/2021 19:00",8.113937795,17.31666667,5.655135
"264","Alegria","6/20/2021 19:15",8.088996116,17.48888889,5.670119
"265","Alegria","6/20/2021 19:30",8.086999056,17.42777778,5.650662
"266","Alegria","6/20/2021 19:45",8.078455824,17.52222222,5.596309
"267","Alegria","6/20/2021 20:00",8.072680131,17.53333333,5.507269
"268","Alegria","6/20/2021 20:15",8.070144153,17.47777778,5.384565
"269","Alegria","6/20/2021 20:30",8.068347454,17.41666667,5.229431
"270","Alegria","6/20/2021 20:45",8.061384307,17.42777778,5.043652
"271","Alegria","6/20/2021 21:00",8.059037509,17.36111111,4.829208
"272","Alegria","6/20/2021 21:15",8.056994188,17.33888889,4.589227
"273","Alegria","6/20/2021 21:30",8.057054673,17.31666667,4.326515
"274","Alegria","6/20/2021 21:45",8.061422665,17.23333333,4.044117
"275","Alegria","6/20/2021 22:00",8.059344261,17.18888889,3.746312
"276","Alegria","6/20/2021 22:15",8.058379304,17.11666667,3.436683
"277","Alegria","6/20/2021 22:30",8.056345654,17.09444444,3.118936
"278","Alegria","6/20/2021 22:45",8.049706034,17.10555556,2.797951
"279","Alegria","6/20/2021 23:00",8.05145043,17.01666667,2.477605
"280","Alegria","6/20/2021 23:15",8.043583016,17.06111111,2.162109
"281","Alegria","6/20/2021 23:30",8.042362496,16.98333333,1.855264
"282","Alegria","6/20/2021 23:45",8.029391108,17.08333333,1.561745
"283","Alegria","6/21/2021 0:00",8.022898132,17.06111111,1.284997
"284","Alegria","6/21/2021 0:15",8.006211318,17.02777778,1.028278
"285","Alegria","6/21/2021 0:30",8.000030331,16.97777778,0.795374
"286","Alegria","6/21/2021 0:45",7.994468347,16.96666667,0.588837
"287","Alegria","6/21/2021 1:00",7.990641597,16.97777778,0.41111
"288","Alegria","6/21/2021 1:15",7.98386026,16.98333333,0.264043
"289","Alegria","6/21/2021 1:30",7.97924005,16.97777778,0.149481
"290","Alegria","6/21/2021 1:45",7.969705113,16.93333333,0.068263
"291","Alegria","6/21/2021 2:00",7.966312551,16.94444444,0.020864
"292","Alegria","6/21/2021 2:15",7.960328383,16.93333333,0.007371
"293","Alegria","6/21/2021 2:30",7.952696738,16.9,0.026794
"294","Alegria","6/21/2021 2:45",7.948630773,16.88888889,0.077864
"295","Alegria","6/21/2021 3:00",7.944737459,16.87777778,0.159106
"296","Alegria","6/21/2021 3:15",7.939363658,16.84444444,0.268607
"297","Alegria","6/21/2021 3:30",7.946972756,16.85555556,0.404038
"298","Alegria","6/21/2021 3:45",7.938193858,16.80555556,0.562704
"299","Alegria","6/21/2021 4:00",7.939147798,16.71666667,0.74179
"300","Alegria","6/21/2021 4:15",7.946354489,16.72777778,0.937596
"301","Alegria","6/21/2021 4:30",7.95772958,16.63333333,1.146791
"302","Alegria","6/21/2021 4:45",7.974214039,16.55555556,1.365695
"303","Alegria","6/21/2021 5:00",7.961351463,16.6,1.590525
"304","Alegria","6/21/2021 5:15",7.960190832,16.6,1.817462
"305","Alegria","6/21/2021 5:30",7.961460356,16.58888889,2.04271
"306","Alegria","6/21/2021 5:45",7.959896312,16.54444444,2.262561
"307","Alegria","6/21/2021 6:00",7.985831162,16.40555556,2.473453
"308","Alegria","6/21/2021 6:15",7.975669698,16.39444444,2.672033
"309","Alegria","6/21/2021 6:30",7.988268572,16.27777778,2.855206
"310","Alegria","6/21/2021 6:45",7.991718242,16.21111111,3.020191
"311","Alegria","6/21/2021 7:00",7.992493863,16.19444444,3.16456
"312","Alegria","6/21/2021 7:15",8.002078587,16.18333333,3.286403
"313","Alegria","6/21/2021 7:30",8.018122541,16.13888889,3.383843
"314","Alegria","6/21/2021 7:45",8.02969334,16.12777778,3.455874
"315","Alegria","6/21/2021 8:00",8.030707331,16.12777778,3.501814
"316","Alegria","6/21/2021 8:15",8.033272777,16.16111111,3.521457
"317","Alegria","6/21/2021 8:30",8.041322094,16.16111111,3.514906
"318","Alegria","6/21/2021 8:45",8.03448874,16.18333333,3.482488
"319","Alegria","6/21/2021 9:00",8.040503555,16.17222222,3.425443
"320","Alegria","6/21/2021 9:15",8.03009721,16.21111111,3.34549
"321","Alegria","6/21/2021 9:30",8.033663708,16.23333333,3.244776
"322","Alegria","6/21/2021 9:45",8.019481509,16.25555556,3.125836
"323","Alegria","6/21/2021 10:00",8.027674181,16.25555556,2.991552
"324","Alegria","6/21/2021 10:15",8.044045922,16.26666667,2.845096
"325","Alegria","6/21/2021 10:30",8.028662151,16.31111111,2.689879
"326","Alegria","6/21/2021 10:45",8.036589135,16.31111111,2.529491
"327","Alegria","6/21/2021 11:00",8.04671382,16.31111111,2.367636
"328","Alegria","6/21/2021 11:15",8.039799984,16.34444444,2.20807
"329","Alegria","6/21/2021 11:30",8.027158607,16.34444444,2.054531
"330","Alegria","6/21/2021 11:45",8.044349009,16.38333333,1.91068
"331","Alegria","6/21/2021 12:00",8.059109035,16.41666667,1.780033
"332","Alegria","6/21/2021 12:15",8.068879206,16.41666667,1.665898
"333","Alegria","6/21/2021 12:30",8.079861153,16.47222222,1.571322
"334","Alegria","6/21/2021 12:45",8.082478675,16.47222222,1.49903
"335","Alegria","6/21/2021 13:00",8.093444333,16.52222222,1.451382
"336","Alegria","6/21/2021 13:15",8.119544478,16.63333333,1.430327
"337","Alegria","6/21/2021 13:30",8.109892306,16.61111111,1.437179
"338","Alegria","6/21/2021 13:45",8.109600111,16.67222222,1.472521
"339","Alegria","6/21/2021 14:00",8.112516876,16.73888889,1.536768
"340","Alegria","6/21/2021 14:15",8.105446504,16.71666667,1.630093
"341","Alegria","6/21/2021 14:30",8.098160489,16.70555556,1.751823
"342","Alegria","6/21/2021 14:45",8.097582329,16.76111111,1.901094
"343","Alegria","6/21/2021 15:00",8.099283943,16.79444444,2.076683
"344","Alegria","6/21/2021 15:15",8.098608203,16.81666667,2.276302
"345","Alegria","6/21/2021 15:30",8.113563196,16.9,2.498063
"346","Alegria","6/21/2021 15:45",8.114331061,16.94444444,2.738733
"347","Alegria","6/21/2021 16:00",8.117037587,17.02777778,2.995743
"348","Alegria","6/21/2021 16:15",8.112502342,17.11666667,3.265095
"349","Alegria","6/21/2021 16:30",8.124108273,17.11666667,3.543691
"350","Alegria","6/21/2021 16:45",8.111888424,17.18888889,3.826996
"351","Alegria","6/21/2021 17:00",8.110516209,17.18888889,4.111251
"352","Alegria","6/21/2021 17:15",8.121105119,17.21111111,4.3926
"353","Alegria","6/21/2021 17:30",8.110692277,17.28333333,4.666214
"354","Alegria","6/21/2021 17:45",8.100707069,17.28333333,4.928522
"355","Alegria","6/21/2021 18:00",8.102255997,17.31666667,5.174858
"356","Alegria","6/21/2021 18:15",8.10497086,17.32777778,5.401844
"357","Alegria","6/21/2021 18:30",8.107262639,17.36111111,5.605265
"358","Alegria","6/21/2021 18:45",8.096042235,17.30555556,5.78214
"359","Alegria","6/21/2021 19:00",8.093798207,17.29444444,5.928976
"360","Alegria","6/21/2021 19:15",8.089706543,17.28333333,6.043268
"361","Alegria","6/21/2021 19:30",8.084182278,17.27777778,6.122795
"362","Alegria","6/21/2021 19:45",8.087221219,17.26666667,6.16555
"363","Alegria","6/21/2021 20:00",8.078127025,17.26666667,6.170246
"364","Alegria","6/21/2021 20:15",8.08020035,17.24444444,6.135486
"365","Alegria","6/21/2021 20:30",8.078716309,17.26666667,6.060861
"366","Alegria","6/21/2021 20:45",8.074581733,17.24444444,5.946514
"367","Alegria","6/21/2021 21:00",8.076208532,17.24444444,5.793563
"368","Alegria","6/21/2021 21:15",8.072585154,17.21111111,5.603327
"369","Alegria","6/21/2021 21:30",8.069879459,17.22222222,5.377775
"370","Alegria","6/21/2021 21:45",8.06641191,17.22222222,5.119396
"371","Alegria","6/21/2021 22:00",8.06616686,17.18888889,4.830829
"372","Alegria","6/21/2021 22:15",8.062593854,17.21111111,4.516133
"373","Alegria","6/21/2021 22:30",8.056071328,17.2,4.17882
"374","Alegria","6/21/2021 22:45",8.057764727,17.18888889,3.823045
"375","Alegria","6/21/2021 23:00",8.049634542,17.16666667,3.453244
"376","Alegria","6/21/2021 23:15",8.054715935,17.15555556,3.073643
"377","Alegria","6/21/2021 23:30",8.034552633,17.14444444,2.689882
"378","Alegria","6/21/2021 23:45",8.043950185,17.12777778,2.306418
"379","Alegria","6/22/2021 0:00",8.02787606,17.08333333,1.92812
"380","Alegria","6/22/2021 0:15",8.02539901,17.05,1.559788
"381","Alegria","6/22/2021 0:30",8.017411044,17.02777778,1.205694
"382","Alegria","6/22/2021 0:45",8.017958974,17.01666667,0.871062
"383","Alegria","6/22/2021 1:00",8.00379808,16.94444444,0.559646
"384","Alegria","6/22/2021 1:15",8.001522256,16.86666667,0.275255
"385","Alegria","6/22/2021 1:30",8.005036931,16.86666667,0.021289
"386","Alegria","6/22/2021 1:45",7.999501408,16.85555556,-0.199528
"387","Alegria","6/22/2021 2:00",7.996805214,16.81666667,-0.384261
"388","Alegria","6/22/2021 2:15",7.988052647,16.81666667,-0.531264
"389","Alegria","6/22/2021 2:30",7.9880179,16.79444444,-0.639196
